    .6  10.4  18.9  25.9  35.0  47.9  64.5  71.6  77.4  84.9  95.3
    .6  10.4  19.5  27.1  36.8  47.0  62.2  68.5  75.3  83.2  95.4
   1.0  11.6  20.0  26.8  34.7  45.0  54.9  62.8  69.9  78.6  93.4
   1.1  12.6  20.1  26.6  33.5  42.5  52.2  59.9  66.3  77.0  94.2
   1.6  12.6  19.9  25.1  30.9  39.6  47.5  54.9  63.1  76.0  92.4
   1.9  12.9  19.4  25.0  29.8  37.2  44.2  51.6  63.6  77.0  93.2
   2.3  12.9  18.7  23.5  27.9  35.1  41.4  49.8  62.5  76.3  91.7
   2.6  13.1  18.3  22.3  26.3  32.1  40.4  49.1  63.5  76.4  90.2
   3.3  12.8  17.0  20.8  24.5  30.5  38.7  48.6  62.4  72.8  85.6
   3.6  12.6  16.4  20.0  23.6  30.3  36.7  50.0  61.8  73.3  84.9
   4.0  12.1  15.7  19.2  23.1  29.4  38.6  49.0  62.7  71.8  84.6
   4.2  12.0  15.5  18.7  22.6  29.2  37.5  48.2  61.0  69.8  82.3
   4.6  11.7  14.8  17.8  21.6  28.6  36.8  49.2  59.6  68.7  82.0
   4.8  11.5  14.5  17.7  21.4  27.8  37.3  48.4  58.3  69.1  79.9
   5.4  11.2  14.0  16.7  20.3  26.5  35.7  43.6  55.0  64.6  74.6
   5.6  11.1  13.8  16.2  20.1  26.0  34.2  44.8  54.9  59.7  66.2
   6.0  11.0  13.4  16.1  18.9  24.5  32.7  43.8  52.5  50.1  63.5
   6.2  10.9  13.2  15.5  18.9  24.4  33.4  41.5  44.2  45.7  55.2
   6.7  10.7  12.6  14.8  18.0  22.5  32.5  39.7  42.5  49.7  53.8
   6.8  10.7  12.8  14.9  17.5  22.8  29.7  34.5  38.9  46.0  56.0
   7.2  10.7  12.2  13.9  16.9  20.9  27.5  32.0  36.6  49.1  57.1
   7.3  10.6  12.3  14.2  16.3  21.1  25.5  30.4  37.6  46.1  54.1
   7.6  10.6  11.8  13.7  15.9  20.3  25.9  29.8  34.1  46.5  40.9
   7.7  10.5  11.9  13.5  15.6  20.2  24.1  29.7  34.4  38.9  28.9
   8.0  10.4  11.5  13.1  15.3  19.0  24.5  30.1  34.8  44.2  11.4
   8.0  10.4  11.8  13.0  14.9  19.1  23.3  26.8  30.3  30.5  25.3
   8.2  10.2  11.5  12.9  14.6  17.4  21.8  27.1  28.2  29.2  24.6
   8.3  10.3  11.5  12.7  14.3  17.4  20.7  25.4  27.0  25.3   9.9
   8.6  10.1  11.2  12.4  14.2  16.2  20.4  25.6  27.0  27.2   2.0
   8.5  10.1  11.3  12.6  14.0  16.6  20.5  24.9  22.4  19.9    .0
   8.7  10.2  11.2  12.0  13.3  15.3  18.8  22.1  30.3  23.0  34.2
   8.7  10.2  11.1  11.8  13.2  14.6  18.9  22.8  24.8  21.3  22.2
