    .4   8.2  17.3  25.4  35.9  50.0  71.5  80.1  86.3  92.3  98.4
    .5   8.6  17.8  27.2  38.3  50.2  67.1  74.5  81.1  87.8  96.7
    .8  10.2  19.3  26.9  37.0  47.5  59.6  67.7  73.9  82.2  94.7
   1.1  11.2  19.6  27.0  35.1  44.2  54.2  62.1  69.5  78.7  93.8
   1.4  12.0  19.5  25.8  32.8  40.7  49.1  59.0  65.8  78.6  93.8
   1.8  12.4  19.0  24.8  31.3  37.8  46.8  54.2  64.3  77.0  93.1
   2.1  12.4  18.6  23.7  29.3  36.0  44.0  53.4  65.7  78.6  92.9
   2.7  12.2  17.6  22.6  27.4  33.3  41.5  52.0  64.0  78.4  92.0
   3.1  12.1  17.2  20.7  25.6  32.6  42.0  51.7  65.3  78.8  90.9
   3.5  12.0  16.4  20.4  24.7  30.9  38.1  50.4  64.5  75.9  89.3
   4.0  11.7  15.7  19.1  23.4  29.1  38.6  50.1  61.7  73.8  87.0
   4.2  11.7  15.3  18.7  23.0  28.2  37.3  48.6  61.9  72.1  87.2
   4.7  11.4  14.8  18.0  21.9  27.5  36.9  46.9  59.0  71.0  83.8
   5.0  11.1  14.5  17.4  22.5  28.3  37.2  46.5  58.3  64.5  77.1
   5.3  11.0  14.2  16.8  21.4  27.3  36.4  47.5  58.4  62.3  73.6
   5.7  10.8  13.5  16.7  20.9  27.3  36.7  46.3  49.3  61.6  68.9
   6.0  10.8  13.3  16.0  19.7  25.6  35.0  46.3  53.9  63.7  74.9
   6.3  10.6  13.2  15.5  18.7  26.3  34.5  44.7  50.6  56.7  67.7
   6.7  10.5  12.8  14.9  17.9  23.5  33.7  43.6  49.6  58.2  71.3
   6.8  10.5  12.4  14.5  18.6  24.3  33.9  45.1  50.0  51.9  59.5
   7.3  10.4  12.2  13.9  16.8  22.8  30.3  40.8  50.6  60.3  53.1
   7.4  10.3  12.1  13.9  17.3  22.4  29.4  37.0  47.4  43.5  38.1
   7.8  10.4  11.7  13.3  16.1  20.8  26.8  35.9  46.5  55.0  47.8
   8.0  10.2  11.5  13.3  15.7  18.9  26.7  32.8  38.5  46.0  43.2
   8.3  10.2  11.2  12.8  14.8  18.0  25.0  33.7  51.9  61.5  49.6
   8.3  10.2  11.3  12.7  15.2  18.9  24.4  28.1  35.4  47.4  20.0
   8.7  10.0  11.0  12.1  14.8  19.5  25.1  32.6  36.0  41.8  31.4
   8.6  10.0  11.1  12.5  15.4  19.5  22.6  23.7  24.5  29.5  56.2
   8.8  10.0  10.8  12.3  14.1  19.1  24.9  29.5  28.4  32.4  28.1
   8.9  10.0  10.9  12.2  13.7  16.7  20.4  17.3  23.9  32.5  11.1
   9.2   9.9  10.7  11.6  13.8  17.2  19.5  22.9  30.9  25.8  38.5
   9.2   9.9  10.7  11.7  13.3  15.7  16.3  17.7  11.5  10.1  33.3
