    .4   8.8  17.6  25.2  36.7  50.1  69.5  78.1  84.7  90.5  97.9
    .6   9.3  17.6  26.5  37.4  50.2  65.8  73.0  80.0  86.6  96.4
    .9  10.7  19.3  27.0  35.5  46.3  58.4  65.2  72.3  80.6  94.3
   1.2  11.8  19.3  26.6  34.0  43.5  53.3  60.8  68.4  77.5  93.8
   1.6  12.4  19.4  25.2  32.5  40.2  47.1  55.8  64.5  76.6  93.1
   1.9  12.8  18.8  24.2  30.6  37.7  44.7  53.0  63.0  75.2  92.8
   2.4  12.9  18.2  22.7  27.8  34.8  43.1  51.1  65.8  79.3  92.6
   3.0  12.9  17.6  21.3  25.8  31.8  39.6  48.8  62.4  74.4  89.5
   3.6  12.4  16.5  20.1  23.8  29.8  37.9  48.6  61.8  75.9  88.0
   4.1  12.4  16.0  18.9  22.2  28.9  35.6  46.2  56.7  70.4  84.3
   4.7  12.0  14.9  17.9  21.7  26.2  34.2  46.2  58.2  70.9  84.6
   5.0  11.7  14.8  17.3  20.9  25.6  33.4  44.2  57.6  64.5  84.9
   5.4  11.4  13.9  16.7  19.8  25.1  32.8  45.4  58.2  69.6  85.2
   5.9  11.4  13.5  15.9  18.6  24.4  30.9  39.6  51.8  67.1  68.6
   6.2  10.9  13.3  15.6  18.7  23.4  30.1  43.2  55.9  70.0  81.0
   6.6  10.8  12.9  15.1  18.3  21.9  27.1  33.9  44.8  64.9  65.1
   6.8  10.6  12.7  14.7  18.0  23.2  29.0  38.6  48.2  65.6  74.2
   7.0  10.6  12.7  14.7  17.5  21.2  26.3  32.1  39.9  46.7  66.5
   7.5  10.3  12.0  13.9  16.8  22.3  27.3  36.6  43.0  46.6  43.8
   7.5  10.6  12.1  13.8  16.0  19.2  26.4  33.9  35.9  42.8  23.8
   7.9  10.3  11.7  13.5  15.8  19.7  27.2  41.1  40.7  27.4  10.1
   7.9  10.4  11.8  13.3  14.8  19.3  23.9  29.5  28.0  30.1  20.9
   8.3  10.2  11.4  12.8  14.9  19.2  24.0  27.6  33.6  37.7  11.5
   8.2  10.5  11.4  12.6  14.1  16.9  19.9  23.7  30.3  22.8  29.1
   8.6  10.3  11.1  12.3  13.9  16.8  21.0  30.7  39.2  34.7  34.3
   8.5  10.3  11.2  12.4  14.1  14.9  15.0  14.5  22.8  23.0  51.6
   8.8  10.1  11.0  11.9  13.4  15.6  20.9  25.6  25.1  29.9  60.5
   8.7  10.3  11.1  12.1  12.5  14.5  16.1  11.0  18.8  35.1  39.7
   9.0  10.2  10.8  11.4  12.8  14.3  20.8  25.9  30.3  26.7  73.5
   9.0  10.3  10.9  11.4  12.3  13.5  15.1  13.6  12.6  22.0  42.9
   9.1  10.1  10.7  11.5  12.9  13.6  20.2  25.8  25.8  47.2  50.0
   9.0  10.1  10.9  12.0  12.3  13.6  14.9  18.4  23.6  17.6  26.6
