200301   2.57   3.36   3.89   4.24   4.55 
200302   2.53   3.27   3.75   4.17   4.52 
200303   2.45   3.21   3.70   4.11   4.45 
200304   2.43   3.17   3.59   3.93   4.21 
200305   2.52   3.25   3.68   4.08   4.37 
200306   2.48   3.28   3.73   4.06   4.32 
200307   2.53   3.27   3.72   4.13   4.47 
200308   2.55   3.41   3.95   4.29   4.64 
200309   2.46   3.27   3.81   4.26   4.66 
200310   2.48   3.29   3.81   4.25   4.60 
200311   2.43   3.18   3.59   3.94   4.28 
200312   2.44   3.18   3.61   3.93   4.24 
