199901   4.57   6.42   7.68   8.64   9.47 
199902   4.78   6.94   8.52   9.67  10.46 
199903   4.50   6.34   7.45   8.39   9.24 
199904   4.61   6.56   7.89   8.87   9.60 
199905   4.53   6.33   7.55   8.47   9.28 
199906   4.42   6.25   7.43   8.44   9.31 
199907   4.63   6.52   7.65   8.45   9.12 
199908   4.44   6.23   7.36   8.25   9.01 
199909   4.36   6.01   7.04   7.84   8.65 
199910   4.10   6.18   7.49   8.45   9.29 
199911   4.42   6.43   7.77   8.77   9.62 
199912   4.51   6.46   7.88   9.07  10.02 
