200001   2.19   3.04   3.53   3.86   4.21 
200002   2.15   3.05   3.67   4.08   4.45 
200003   1.89   2.62   3.21   3.58   3.85 
200004   1.79   2.49   2.96   3.28   3.62 
200005   1.83   2.52   2.96   3.29   3.64 
200006   1.82   2.52   3.01   3.36   3.62 
200007   1.97   2.80   3.37   3.79   4.07 
200008   1.98   2.81   3.44   3.90   4.24 
200009   1.96   2.76   3.37   3.85   4.20 
200010   1.90   2.75   3.35   3.81   4.15 
200011   1.96   2.70   3.30   3.82   4.17 
200012   1.95   2.73   3.30   3.80   4.20 
