200201   2.54   3.29   3.75   4.11   4.49 
200202   2.41   3.15   3.62   4.03   4.36 
200203   2.34   3.07   3.56   3.94   4.29 
200204   2.33   3.02   3.40   3.75   4.07 
200205   2.49   3.27   3.74   4.12   4.47 
200206   2.45   3.25   3.77   4.13   4.41 
200207   2.58   3.46   4.01   4.39   4.72 
200208   2.63   3.49   4.00   4.42   4.72 
200209   2.53   3.40   3.93   4.29   4.58 
200210   2.53   3.33   3.82   4.24   4.61 
200211   2.46   3.20   3.67   4.04   4.35 
200212   2.49   3.30   3.78   4.17   4.48 
