199601   4.34   6.82   8.35   9.31  10.15 
199602   4.29   6.63   7.89   8.64   9.20 
199603   4.66   7.15   8.44   9.20   9.90 
199604   4.41   6.85   8.28   9.05   9.53 
199605   4.24   6.52   7.94   8.92   9.74 
199606   4.40   6.76   8.17   9.15   9.90 
199607   4.68   7.16   8.59   9.42  10.16 
199608   4.46   6.59   7.80   8.68   9.43 
199609   4.54   6.89   8.22   9.09   9.71 
199610   4.31   6.53   7.94   9.03   9.86 
199611   4.52   7.02   8.68   9.96  11.03 
199612   4.77   7.39   8.86   9.95  10.86 
