200201   3.07   4.33   5.19   5.95   6.57 
200202   3.07   4.32   5.26   6.07   6.78 
200203   2.94   4.26   5.14   5.92   6.63 
200204   2.92   4.05   4.86   5.46   5.97 
200205   3.06   4.27   5.11   5.71   6.18 
200206   2.95   4.10   4.89   5.49   6.00 
200207   3.07   4.25   5.08   5.62   6.22 
200208   2.99   4.27   5.12   5.87   6.45 
200209   2.88   4.02   4.83   5.53   6.07 
200210   2.93   4.09   4.95   5.66   6.20 
200211   3.01   4.23   5.14   5.87   6.47 
200212   3.13   4.52   5.50   6.14   6.75 
