200501   1.68   2.15   2.43   2.66   2.88 
200502   1.63   2.12   2.41   2.64   2.83 
200503   1.53   2.01   2.30   2.55   2.75 
200504   1.51   1.93   2.21   2.45   2.65 
200505   1.58   2.02   2.30   2.50   2.68 
200506   1.69   2.19   2.48   2.70   2.90 
200507   1.68   2.22   2.52   2.76   2.93 
200508   1.71   2.24   2.56   2.78   2.96 
200509   1.68   2.24   2.61   2.91   3.10 
200510   1.61   2.13   2.44   2.68   2.87 
200511   1.60   2.09   2.39   2.60   2.78 
200512   1.65   2.15   2.41   2.61   2.80 
