200601   1.62   1.98   2.24   2.44   2.62 
200602   1.58   2.02   2.31   2.49   2.65 
200603   1.56   1.96   2.23   2.44   2.67 
200604   1.54   1.93   2.17   2.35   2.50 
200605   1.58   1.99   2.23   2.39   2.57 
200606   1.59   2.00   2.23   2.48   2.67 
200607   1.66   2.11   2.42   2.67   2.89 
200608   1.70   2.17   2.49   2.76   2.95 
200609   1.60   2.12   2.47   2.78   3.02 
200610   1.59   2.05   2.34   2.58   2.78 
200611   1.57   1.98   2.23   2.43   2.60 
200612   1.63   2.00   2.26   2.43   2.63 
