200201  13.57  24.22  35.21  47.41  60.34  73.10  82.71  89.56  95.29 100.08 105.18 108.54 112.13 115.53 
200202  13.95  25.21  36.24  48.32  62.92  77.62  90.52  99.62 107.15 111.65 114.42 115.80 117.35 116.84 
200203  14.41  26.38  38.37  50.32  64.10  76.41  87.74  97.15 104.78 112.03 116.40 120.06 125.70 127.49 
200204  16.02  28.88  42.27  56.31  69.34  81.90  93.13 102.27 108.18 114.58 120.44 123.94 128.08 131.76 
200205  16.37  29.95  43.53  58.96  74.13  88.78 103.07 112.96 121.15 126.31 130.72 137.13 145.41 151.78 
200206  16.93  29.90  43.29  58.65  75.63  91.58 101.69 111.53 120.86 129.10 134.58 140.49 143.59 142.94 
200207  16.91  30.46  45.52  61.47  76.46  89.65 101.99 111.21 120.44 129.70 135.37 140.74 141.89 143.73 
200208  18.95  31.80  45.77  61.20  76.96  90.84 101.83 113.83 123.39 129.38 132.82 136.94 141.13 143.90 
200209  16.09  28.79  41.44  55.39  69.14  79.88  90.53  98.29 108.21 117.39 126.17 132.13 135.25 138.27 
200210  15.65  27.75  39.94  53.92  69.97  84.74  97.00 107.40 115.98 121.51 126.25 131.89 137.54 140.35 
200211  13.53  22.93  33.85  46.45  59.24  70.48  81.52  89.05  97.45 105.41 112.08 117.00 121.18 124.90 
200212  13.36  22.52  32.65  44.59  56.83  67.04  76.09  84.72  92.16  97.24 100.20 104.34 108.92 111.56 
