199701   3.11   4.68   5.66   6.45   7.00 
199702   3.03   4.62   5.48   6.02   6.57 
199703   2.94   4.49   5.45   6.09   6.62 
199704   2.81   4.23   5.14   5.88   6.51 
199705   2.75   4.22   5.16   5.86   6.39 
199706   2.75   4.13   5.00   5.64   6.14 
199707   2.79   4.14   4.88   5.45   5.89 
199708   2.70   4.05   4.89   5.59   6.12 
199709   2.63   4.00   4.83   5.46   5.97 
199710   2.59   4.08   4.96   5.61   6.15 
199711   2.64   4.07   4.98   5.63   6.21 
199712   2.61   3.84   4.57   5.12   5.61 
