199901   3.19   4.39   5.19   5.81   6.32 
199902   3.35   4.72   5.66   6.38   6.87 
199903   3.10   4.29   4.96   5.46   5.94 
199904   3.13   4.44   5.26   5.80   6.25 
199905   3.04   4.22   4.97   5.48   5.98 
199906   3.03   4.22   4.97   5.59   6.12 
199907   3.25   4.53   5.24   5.74   6.20 
199908   3.14   4.28   4.97   5.50   5.98 
199909   3.04   4.11   4.75   5.23   5.71 
199910   2.80   4.13   4.84   5.38   5.84 
199911   3.02   4.34   5.15   5.72   6.18 
199912   3.14   4.42   5.32   5.97   6.41 
