200301 0.9921 0.9783 0.9524 0.9053 0.8420 0.7599 0.6697 0.5627 0.4607 0.3661 0.3083 0.2495 0.2104 0.1819 
200302 0.9919 0.9770 0.9448 0.8896 0.8148 0.7331 0.6520 0.5732 0.5010 0.4492 0.3777 0.3009 0.2557 0.2374 
200303 0.9932 0.9777 0.9468 0.8941 0.8203 0.7358 0.6524 0.5792 0.4954 0.4240 0.3712 0.3086 0.2601 0.1992 
200304 0.9937 0.9806 0.9533 0.9057 0.8397 0.7678 0.6789 0.5662 0.4407 0.3303 0.2485 0.1892 0.1321 0.1070 
200305 0.9924 0.9759 0.9409 0.8791 0.8035 0.7153 0.6132 0.5256 0.4040 0.3038 0.2213 0.1926 0.1799 0.1342 
200306 0.9918 0.9756 0.9395 0.8779 0.8015 0.7066 0.6082 0.5110 0.4274 0.3522 0.2782 0.2153 0.1640 0.1224 
200307 0.9890 0.9708 0.9316 0.8636 0.7706 0.6528 0.5505 0.4675 0.3918 0.3111 0.2495 0.1853 0.1522 0.1265 
200308 0.9911 0.9757 0.9428 0.8888 0.8100 0.7191 0.6251 0.5318 0.4216 0.3412 0.2880 0.2414 0.1886 0.1466 
200309 0.9926 0.9776 0.9419 0.8755 0.7760 0.6743 0.5809 0.4991 0.4379 0.3550 0.2778 0.2204 0.1843 0.1583 
200310 0.9939 0.9812 0.9540 0.9027 0.8319 0.7435 0.6597 0.5642 0.4847 0.3947 0.3116 0.2559 0.2226 0.1846 
200311 0.9937 0.9811 0.9554 0.9075 0.8343 0.7539 0.6549 0.5671 0.4899 0.4195 0.3595 0.3104 0.2596 0.2241 
200312 0.9914 0.9739 0.9399 0.8810 0.7974 0.7130 0.6255 0.5175 0.4159 0.3482 0.2955 0.2476 0.1735 0.1355 
