200201   1.64   2.08   2.36   2.60   2.82 
200202   1.56   1.99   2.31   2.60   2.78 
200203   1.52   1.97   2.25   2.48   2.67 
200204   1.52   1.93   2.15   2.30   2.47 
200205   1.67   2.12   2.35   2.58   2.79 
200206   1.63   2.11   2.37   2.54   2.71 
200207   1.71   2.26   2.56   2.77   2.97 
200208   1.80   2.32   2.57   2.80   2.97 
200209   1.68   2.21   2.53   2.73   2.87 
200210   1.70   2.15   2.43   2.65   2.85 
200211   1.65   2.07   2.36   2.54   2.72 
200212   1.68   2.14   2.40   2.64   2.82 
