200201   3.21   4.57   5.48   6.19   6.83 
200202   3.30   4.70   5.66   6.49   7.30 
200203   2.98   4.20   5.10   5.85   6.52 
200204   2.97   4.13   4.89   5.60   6.33 
200205   3.18   4.52   5.38   6.06   6.67 
200206   3.23   4.57   5.49   6.16   6.68 
200207   3.34   4.64   5.53   6.22   6.90 
200208   3.17   4.46   5.42   6.21   6.94 
200209   3.04   4.27   5.11   5.77   6.38 
200210   3.01   4.36   5.30   5.94   6.48 
200211   3.13   4.51   5.42   6.26   6.91 
200212   3.14   4.52   5.47   6.25   6.94 
