200301  15.35  25.04  36.40  50.43  64.35  77.99  89.84 101.71 112.35 122.16 128.41 134.54 138.17 141.03 
200302  14.22  23.66  35.71  49.44  63.69  76.56  87.93  97.65 104.97 110.06 117.29 124.06 126.45 127.85 
200303  13.81  24.21  35.90  49.57  63.58  76.44  87.49  96.53 106.03 113.84 120.73 127.65 131.37 135.15 
200304  12.67  21.68  31.88  44.05  56.47  67.98  79.22  91.40 102.77 112.42 118.66 123.31 128.78 129.00 
200305  11.32  19.27  28.94  40.77  51.57  61.78  71.65  80.37  89.58  95.62 100.29 101.84 102.88 105.85 
200306  10.41  17.06  25.50  36.03  45.98  55.48  63.11  69.61  74.46  78.38  82.43  85.92  88.37  89.84 
200307  10.30  16.07  23.20  32.26  41.73  51.11  57.88  62.81  67.04  71.25  74.34  77.80  79.54  80.39 
200308  10.00  16.07  23.55  32.48  42.03  50.15  57.70  64.08  71.18  75.88  78.15  80.52  83.25  85.88 
200309  10.24  17.39  26.93  38.82  51.83  62.26  70.25  76.20  80.36  85.44  90.20  93.33  95.62  96.75 
200310  11.97  20.37  30.66  43.93  57.36  70.83  81.46  91.97  99.52 108.37 114.86 118.29 120.10 122.21 
200311  13.26  22.20  32.55  46.27  61.33  74.88  88.55  99.06 107.67 114.75 119.23 124.06 128.77 131.63 
200312  14.46  24.82  36.71  50.47  65.59  78.83  90.79 103.49 113.84 120.47 125.78 128.67 133.76 136.26 
