199601   1.74   2.47   2.92   3.18   3.35 
199602   1.81   2.57   3.06   3.32   3.54 
199603   1.77   2.46   2.90   3.15   3.32 
199604   1.74   2.42   2.81   3.03   3.20 
199605   1.71   2.47   2.93   3.19   3.39 
199606   1.75   2.44   2.87   3.16   3.36 
199607   1.81   2.54   2.96   3.22   3.43 
199608   1.78   2.54   2.99   3.29   3.50 
199609   1.82   2.58   2.97   3.25   3.48 
199610   1.77   2.42   2.86   3.13   3.36 
199611   1.85   2.61   3.07   3.40   3.65 
199612   1.85   2.63   3.14   3.51   3.84 
