200601   3.35   4.58   5.34   5.95   6.56 
200602   3.27   4.45   5.32   5.99   6.50 
200603   3.02   4.10   4.78   5.43   5.94 
200604   3.00   4.17   4.92   5.49   6.02 
200605   3.05   4.12   4.84   5.43   5.92 
200606   3.13   4.35   5.02   5.58   6.01 
200607   3.36   4.57   5.43   6.08   6.58 
200608   3.27   4.52   5.22   5.73   6.14 
200609   2.99   4.20   5.01   5.57   6.10 
200610   3.09   4.19   4.97   5.57   6.12 
200611   2.87   3.91   4.59   5.09   5.54 
200612   3.21   4.36   5.10   5.68   6.16 
