199901  14.41  26.57  40.41  56.60  71.29 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 
199902  14.35  26.40  40.39  56.62  73.70 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 
199903  12.91  23.74  35.06  49.26  64.39 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 
199904  12.44  23.13  36.35  50.36  64.32 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 
199905  11.34  20.92  32.69  46.22  61.05 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 
199906  11.06  20.51  31.56  43.23  54.38 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 
199907  10.63  18.94  28.90  37.93  47.81 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 
199908  10.64  18.11  27.15  36.60  47.07 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 
199909  11.77  21.54  32.70  45.88  58.21 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 
199910  12.41  22.53  34.49  47.56  61.85 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 
199911  13.77  25.99  39.66  54.91  72.08 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 
199912  14.23  25.95  38.97  53.52  67.39 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 -999.99 
