199701   2.10   2.99   3.59   3.99   4.38 
199702   1.97   2.72   3.24   3.61   3.96 
199703   1.97   2.76   3.40   3.90   4.25 
199704   1.87   2.63   3.18   3.55   3.84 
199705   1.90   2.70   3.26   3.67   4.03 
199706   1.96   2.79   3.36   3.71   3.99 
199707   1.96   2.77   3.29   3.65   3.91 
199708   2.06   2.98   3.63   4.06   4.37 
199709   2.04   2.93   3.55   3.99   4.37 
199710   1.93   2.74   3.32   3.70   4.08 
199711   2.00   2.75   3.25   3.63   3.99 
199712   2.02   2.72   3.23   3.58   3.83 
