199901   1.73   2.20   2.53   2.81   3.09 
199902   1.64   2.16   2.53   2.83   3.12 
199903   1.63   2.11   2.45   2.72   2.95 
199904   1.63   2.12   2.47   2.74   2.95 
199905   1.72   2.23   2.53   2.69   2.86 
199906   1.74   2.28   2.57   2.74   2.96 
199907   1.77   2.35   2.66   2.88   3.04 
199908   1.77   2.35   2.73   2.99   3.20 
199909   1.80   2.30   2.68   2.90   3.09 
199910   1.66   2.08   2.45   2.71   2.92 
199911   1.72   2.23   2.63   2.92   3.12 
199912   1.69   2.21   2.63   2.91   3.14 
