200601   3.35   4.69   5.56   6.23   6.88 
200602   3.32   4.56   5.51   6.19   6.81 
200603   3.12   4.27   5.01   5.75   6.33 
200604   3.10   4.31   5.10   5.67   6.17 
200605   3.29   4.56   5.44   6.12   6.77 
200606   3.24   4.54   5.39   5.94   6.57 
200607   3.41   4.74   5.73   6.49   7.17 
200608   3.34   4.73   5.66   6.29   6.66 
200609   3.12   4.51   5.47   6.20   6.88 
200610   3.22   4.50   5.40   6.14   6.73 
200611   3.04   4.28   5.00   5.53   6.14 
200612   3.32   4.57   5.44   6.11   6.65 
