199801   3.96   6.07   7.46   8.51   9.37 
199802   3.84   5.86   7.37   8.54   9.53 
199803   4.19   6.04   7.28   8.12   8.92 
199804   4.20   6.09   7.42   8.35   9.07 
199805   4.47   6.69   8.20   9.41  10.57 
199806   4.24   6.46   7.93   8.86   9.70 
199807   3.42   5.63   7.19   8.14   9.14 
199808   3.30   5.57   7.20   8.17   9.05 
199809   3.36   5.63   7.32   8.47   9.49 
199810   4.34   6.42   7.95   9.10   9.97 
199811   4.63   6.67   7.93   8.93   9.82 
199812   4.64   6.77   8.27   9.37  10.12 
