200201 0.9880 0.9597 0.9115 0.8371 0.7356 0.6113 0.5033 0.4208 0.3503 0.2723 0.1879 0.1461 0.1010 0.0655 
200202 0.9898 0.9649 0.9236 0.8655 0.7667 0.6417 0.5095 0.3840 0.2761 0.2023 0.1559 0.1403 0.1133 0.1252 
200203 0.9907 0.9669 0.9269 0.8739 0.7931 0.7023 0.6027 0.5105 0.4292 0.3382 0.2711 0.2205 0.1492 0.1162 
200204 0.9898 0.9648 0.9217 0.8580 0.7809 0.6929 0.5928 0.4980 0.4265 0.3585 0.2876 0.2286 0.1787 0.1446 
200205 0.9918 0.9708 0.9363 0.8796 0.8086 0.7194 0.6152 0.5271 0.4458 0.3867 0.3415 0.2742 0.1885 0.1219 
200206 0.9908 0.9691 0.9323 0.8715 0.7847 0.6848 0.6076 0.5202 0.4273 0.3514 0.3051 0.2498 0.2283 0.2328 
200207 0.9903 0.9657 0.9198 0.8503 0.7700 0.6858 0.5969 0.5236 0.4370 0.3390 0.2810 0.2372 0.2189 0.1948 
200208 0.9878 0.9656 0.9246 0.8624 0.7810 0.6947 0.6034 0.4923 0.4088 0.3519 0.3134 0.2629 0.2025 0.1608 
200209 0.9905 0.9673 0.9293 0.8710 0.7970 0.7320 0.6586 0.5913 0.5036 0.4023 0.3050 0.2474 0.2213 0.1997 
200210 0.9904 0.9672 0.9283 0.8651 0.7683 0.6608 0.5505 0.4401 0.3468 0.2901 0.2419 0.1831 0.1367 0.0911 
200211 0.9900 0.9704 0.9337 0.8716 0.7907 0.7044 0.6078 0.5237 0.4218 0.3248 0.2412 0.1826 0.1239 0.0896 
200212 0.9899 0.9710 0.9376 0.8780 0.7961 0.7132 0.6291 0.5473 0.4722 0.4132 0.3733 0.3268 0.2765 0.2338 
