200301   3.25   4.61   5.54   6.24   7.05 
200302   3.12   4.28   5.14   5.80   6.40 
200303   2.95   4.20   5.05   5.63   6.11 
200304   2.99   4.34   5.28   5.83   6.31 
200305   3.13   4.41   5.22   5.82   6.39 
200306   3.13   4.41   5.34   5.96   6.49 
200307   3.23   4.54   5.44   5.97   6.44 
200308   3.22   4.52   5.43   6.14   6.64 
200309   3.13   4.51   5.59   6.44   7.04 
200310   3.02   4.28   5.22   5.92   6.58 
200311   2.93   4.23   5.05   5.66   6.36 
200312   3.15   4.52   5.43   6.15   6.67 
