200001  15.75  27.21  39.83  53.40  66.70  79.31  89.62  95.22 100.31 105.83 111.34 114.99 118.34 120.80 
200002  15.90  28.77  43.40  59.42  73.38  84.23  93.64 100.09 108.05 113.70 116.29 120.13 124.25 126.65 
200003  16.82  30.49  44.72  59.22  73.79  88.93  99.92 108.16 113.03 115.95 120.24 123.26 124.70 124.76 
200004  16.99  31.56  45.48  60.60  77.07  93.14 107.47 115.23 122.07 127.49 129.56 132.05 133.76 134.48 
200005  17.70  32.06  46.18  61.06  74.76  87.38 101.49 114.66 124.80 130.09 135.54 139.90 144.73 146.52 
200006  16.93  30.97  46.38  63.20  80.27  95.46 109.91 122.13 133.44 144.00 151.34 156.70 155.16 155.66 
200007  17.47  30.96  45.71  61.46  77.79  94.78 108.72 116.55 122.43 127.70 134.12 140.54 148.15 151.28 
200008  17.19  31.69  47.31  62.75  78.84  92.73 104.29 115.30 125.47 135.48 143.49 146.73 150.42 152.14 
200009  17.22  30.74  45.06  60.09  77.29  94.95 109.45 120.59 129.87 135.20 142.48 150.95 154.00 154.35 
200010  15.77  29.27  43.41  58.81  74.19  88.90 102.94 114.15 120.67 126.44 130.56 132.86 136.36 138.02 
200011  15.61  29.05  42.12  55.16  68.39  81.43  92.58 100.08 107.31 116.55 121.61 125.33 131.54 133.77 
200012  15.26  27.10  38.96  50.68  62.43  73.69  85.59  92.97  99.82 104.70 108.19 110.18 114.34 117.81 
