199701   2.79   4.02   4.80   5.34   5.79 
199702   2.64   3.67   4.34   4.79   5.22 
199703   2.60   3.64   4.44   5.09   5.53 
199704   2.48   3.46   4.15   4.60   4.95 
199705   2.54   3.58   4.27   4.78   5.22 
199706   2.63   3.70   4.37   4.83   5.19 
199707   2.66   3.71   4.35   4.76   5.09 
199708   2.80   4.02   4.85   5.41   5.73 
199709   2.73   3.88   4.63   5.17   5.63 
199710   2.57   3.61   4.31   4.75   5.20 
199711   2.69   3.63   4.26   4.74   5.16 
199712   2.69   3.59   4.19   4.64   4.94 
