200601   1.73   2.31   2.65   2.90   3.12 
200602   1.69   2.25   2.61   2.88   3.10 
200603   1.69   2.28   2.64   2.94   3.18 
200604   1.62   2.17   2.53   2.84   3.07 
200605   1.73   2.26   2.63   2.91   3.21 
200606   1.76   2.34   2.68   2.97   3.23 
200607   1.77   2.35   2.78   3.14   3.51 
200608   1.81   2.46   2.89   3.23   3.58 
200609   1.76   2.38   2.81   3.22   3.61 
200610   1.75   2.39   2.80   3.10   3.38 
200611   1.63   2.21   2.58   2.88   3.18 
200612   1.67   2.28   2.68   3.00   3.30 
