200601   2.37   3.05   3.47   3.79   4.07 
200602   2.31   3.03   3.48   3.81   4.08 
200603   2.31   3.01   3.46   3.82   4.16 
200604   2.24   2.91   3.33   3.68   3.96 
200605   2.35   3.01   3.45   3.77   4.12 
200606   2.37   3.08   3.49   3.87   4.19 
200607   2.42   3.16   3.69   4.13   4.55 
200608   2.48   3.28   3.82   4.25   4.64 
200609   2.38   3.19   3.75   4.25   4.71 
200610   2.37   3.16   3.65   4.04   4.38 
200611   2.27   2.97   3.41   3.77   4.11 
200612   2.33   3.03   3.51   3.87   4.22 
