199801   1.77   2.35   2.72   2.94   3.16 
199802   1.72   2.25   2.61   2.93   3.20 
199803   1.76   2.29   2.64   2.93   3.13 
199804   1.88   2.42   2.76   2.95   3.13 
199805   1.85   2.44   2.75   2.97   3.15 
199806   1.81   2.42   2.75   2.96   3.09 
199807   1.42   2.07   2.53   2.79   3.04 
199808   1.44   2.10   2.60   2.91   3.16 
199809   1.43   2.13   2.65   2.92   3.08 
199810   1.78   2.44   2.82   3.06   3.21 
199811   1.73   2.25   2.61   2.85   3.09 
199812   1.74   2.26   2.64   2.94   3.18 
