200601   1.64   2.10   2.36   2.55   2.72 
200602   1.58   2.04   2.31   2.51   2.67 
200603   1.60   2.05   2.34   2.57   2.74 
200604   1.52   1.97   2.25   2.47   2.64 
200605   1.61   2.05   2.29   2.49   2.70 
200606   1.65   2.14   2.39   2.61   2.81 
200607   1.64   2.11   2.43   2.68   2.96 
200608   1.72   2.22   2.54   2.79   3.01 
200609   1.66   2.16   2.48   2.74   2.98 
200610   1.65   2.16   2.43   2.67   2.89 
200611   1.56   2.03   2.29   2.49   2.69 
200612   1.59   2.08   2.37   2.60   2.80 
