200501   3.11   4.29   4.98   5.63   6.06 
200502   3.06   4.12   4.91   5.48   5.98 
200503   2.91   4.03   4.72   5.28   5.72 
200504   3.04   4.25   5.07   5.63   6.11 
200505   3.05   4.30   5.14   5.74   6.31 
200506   3.26   4.47   5.19   5.72   6.17 
200507   3.31   4.55   5.25   5.76   6.23 
200508   3.22   4.48   5.24   5.88   6.29 
200509   3.19   4.49   5.39   6.13   6.62 
200510   2.91   4.03   4.76   5.30   5.77 
200511   3.03   4.21   4.89   5.39   5.93 
200512   3.26   4.40   5.13   5.76   6.23 
