200101   3.37   4.99   5.96   6.69   7.41 
200102   3.76   5.46   6.47   7.34   8.01 
200103   3.49   5.16   6.25   6.89   7.52 
200104   3.44   4.90   5.84   6.48   7.04 
200105   3.50   4.92   5.90   6.58   7.22 
200106   3.44   4.89   5.67   6.21   6.73 
200107   3.46   4.95   5.74   6.25   6.71 
200108   3.48   4.99   5.90   6.62   7.26 
200109   3.05   4.33   5.21   5.89   6.54 
200110   3.12   4.59   5.54   6.20   6.73 
200111   3.01   4.37   5.38   6.20   6.90 
200112   3.16   4.66   5.76   6.58   7.39 
