199601   1.96   2.78   3.30   3.69   4.00 
199602   2.05   2.87   3.44   3.82   4.17 
199603   2.05   2.83   3.36   3.74   4.02 
199604   1.99   2.84   3.37   3.71   4.00 
199605   1.99   2.85   3.49   3.93   4.29 
199606   2.08   2.86   3.39   3.73   4.00 
199607   2.12   2.85   3.37   3.68   3.98 
199608   2.10   2.87   3.35   3.69   3.99 
199609   2.12   2.95   3.47   3.84   4.13 
199610   2.09   2.88   3.40   3.79   4.16 
199611   2.11   2.99   3.59   4.02   4.41 
199612   2.12   2.92   3.47   3.90   4.33 
