200401   1.83   2.41   2.77   3.09   3.34 
200402   1.79   2.42   2.86   3.21   3.45 
200403   1.70   2.31   2.72   3.10   3.45 
200404   1.71   2.29   2.66   2.96   3.24 
200405   1.72   2.30   2.66   2.97   3.24 
200406   1.83   2.48   2.89   3.18   3.47 
200407   1.79   2.44   2.84   3.13   3.44 
200408   1.81   2.47   2.93   3.31   3.69 
200409   1.78   2.45   2.93   3.31   3.62 
200410   1.73   2.36   2.79   3.16   3.46 
200411   1.74   2.35   2.67   2.93   3.18 
200412   1.75   2.34   2.70   2.98   3.24 
