199601   3.04   4.83   5.91   6.46   6.89 
199602   3.07   4.77   5.59   6.04   6.30 
199603   3.23   5.02   5.88   6.36   6.81 
199604   2.97   4.64   5.61   6.16   6.48 
199605   2.95   4.58   5.52   6.10   6.67 
199606   3.04   4.76   5.70   6.32   6.68 
199607   3.28   5.13   6.05   6.45   6.77 
199608   3.13   4.65   5.45   5.95   6.35 
199609   3.21   4.77   5.63   6.16   6.57 
199610   2.94   4.41   5.34   5.97   6.40 
199611   3.20   4.91   6.06   6.76   7.31 
199612   3.23   4.90   5.77   6.32   6.80 
