199901 0.9915 0.9704 0.9306 0.8633 0.7817 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 
199902 0.9927 0.9743 0.9385 0.8791 0.7966 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 
199903 0.9923 0.9729 0.9383 0.8786 0.7970 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 
199904 0.9912 0.9689 0.9224 0.8491 0.7502 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 
199905 0.9911 0.9691 0.9224 0.8439 0.7313 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 
199906 0.9892 0.9622 0.9077 0.8223 0.7178 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 
199907 0.9880 0.9604 0.9034 0.8296 0.7194 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 
199908 0.9876 0.9634 0.9126 0.8341 0.7201 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 
199909 0.9899 0.9646 0.9138 0.8295 0.7251 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 
199910 0.9901 0.9669 0.9188 0.8426 0.7293 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 
199911 0.9908 0.9653 0.9172 0.8377 0.7197 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 
199912 0.9915 0.9703 0.9308 0.8655 0.7843 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 -999.9900 
