200201   3.10   4.30   5.05   5.68   6.19 
200202   3.16   4.41   5.25   5.92   6.53 
200203   2.88   4.01   4.73   5.42   6.02 
200204   2.82   3.87   4.48   5.06   5.58 
200205   3.01   4.19   4.90   5.40   5.93 
200206   3.08   4.23   4.96   5.49   5.89 
200207   3.22   4.34   5.05   5.57   6.11 
200208   3.04   4.20   4.97   5.60   6.14 
200209   2.92   3.98   4.62   5.18   5.70 
200210   2.86   3.93   4.63   5.17   5.56 
200211   2.99   4.19   4.96   5.63   6.14 
200212   3.03   4.30   5.08   5.64   6.20 
