200301   3.17   4.51   5.39   6.05   6.77 
200302   3.12   4.42   5.27   5.96   6.60 
200303   3.07   4.43   5.31   5.91   6.53 
200304   3.04   4.43   5.33   5.96   6.54 
200305   3.25   4.62   5.57   6.34   7.02 
200306   3.16   4.52   5.44   6.14   6.77 
200307   3.32   4.92   5.84   6.55   7.10 
200308   3.19   4.58   5.56   6.32   7.07 
200309   3.10   4.60   5.66   6.30   6.90 
200310   3.00   4.40   5.38   6.15   6.78 
200311   2.91   4.27   5.14   5.82   6.52 
200312   3.24   4.67   5.65   6.40   7.15 
