200001 0.9826 0.9471 0.8853 0.7952 0.6863 0.5599 0.4389 0.3592 0.3080 0.2573 0.1871 0.1482 0.1105 0.0760 
200002 0.9844 0.9487 0.8813 0.7745 0.6598 0.5596 0.4624 0.3911 0.3002 0.2142 0.1698 0.1249 0.0684 0.0244 
200003 0.9847 0.9492 0.8882 0.8035 0.6910 0.5440 0.4372 0.3333 0.2647 0.2246 0.1675 0.1353 0.1248 0.1250 
200004 0.9839 0.9432 0.8790 0.7855 0.6652 0.5241 0.3693 0.2688 0.1928 0.1333 0.1040 0.0764 0.0562 0.0474 
200005 0.9871 0.9580 0.9103 0.8402 0.7596 0.6750 0.5691 0.4378 0.3411 0.2999 0.2631 0.2235 0.1802 0.1795 
200006 0.9887 0.9613 0.9123 0.8381 0.7417 0.6387 0.5203 0.3977 0.2810 0.1888 0.1364 0.0942 0.0980 0.0866 
200007 0.9886 0.9636 0.9181 0.8522 0.7667 0.6546 0.5396 0.4653 0.4161 0.3635 0.3000 0.2389 0.1802 0.1477 
200008 0.9888 0.9608 0.9111 0.8449 0.7560 0.6651 0.5808 0.4825 0.3893 0.3061 0.2121 0.1737 0.1352 0.1160 
200009 0.9865 0.9562 0.9026 0.8225 0.7029 0.5659 0.4479 0.3427 0.2628 0.2205 0.1684 0.0997 0.0890 0.0925 
200010 0.9872 0.9556 0.9006 0.8177 0.7126 0.5895 0.4588 0.3393 0.2732 0.2173 0.1874 0.1549 0.1044 0.0940 
200011 0.9873 0.9549 0.9020 0.8311 0.7506 0.6660 0.5690 0.4719 0.3823 0.2996 0.2615 0.2198 0.1401 0.1047 
200012 0.9811 0.9408 0.8773 0.7908 0.6882 0.5849 0.4665 0.3674 0.2665 0.1937 0.1495 0.1425 0.1122 0.0661 
