199801   2.71   4.02   4.81   5.38   5.89 
199802   2.64   3.93   4.88   5.56   6.12 
199803   2.82   4.01   4.78   5.26   5.70 
199804   2.78   3.91   4.67   5.25   5.67 
199805   3.04   4.45   5.37   6.09   6.80 
199806   2.92   4.41   5.29   5.84   6.31 
199807   2.40   3.91   4.84   5.43   6.09 
199808   2.29   3.79   4.80   5.38   5.91 
199809   2.39   3.90   4.97   5.59   6.14 
199810   2.96   4.25   5.16   5.77   6.25 
199811   3.18   4.44   5.18   5.78   6.30 
199812   3.16   4.49   5.39   6.00   6.42 
