200401   1.66   2.11   2.39   2.60   2.78 
200402   1.65   2.14   2.46   2.73   2.90 
200403   1.59   2.06   2.37   2.63   2.90 
200404   1.59   2.04   2.29   2.50   2.71 
200405   1.61   2.07   2.35   2.58   2.81 
200406   1.72   2.22   2.51   2.78   3.02 
200407   1.69   2.20   2.45   2.67   2.89 
200408   1.71   2.24   2.57   2.85   3.13 
200409   1.65   2.17   2.48   2.73   2.92 
200410   1.62   2.11   2.41   2.66   2.86 
200411   1.63   2.10   2.35   2.53   2.70 
200412   1.62   2.09   2.35   2.54   2.71 
