200401   2.43   3.13   3.59   3.98   4.27 
200402   2.39   3.14   3.66   4.05   4.36 
200403   2.30   3.06   3.55   4.00   4.44 
200404   2.30   2.99   3.44   3.80   4.13 
200405   2.34   3.06   3.49   3.81   4.13 
200406   2.49   3.27   3.74   4.11   4.47 
200407   2.49   3.29   3.74   4.10   4.47 
200408   2.52   3.31   3.86   4.31   4.76 
200409   2.40   3.23   3.79   4.24   4.62 
200410   2.32   3.08   3.60   4.03   4.41 
200411   2.36   3.11   3.53   3.83   4.12 
200412   2.36   3.07   3.51   3.88   4.19 
