200101   4.68   6.73   7.94   8.83   9.74 
200102   4.95   7.16   8.53   9.70  10.56 
200103   4.83   6.99   8.33   9.32  10.22 
200104   4.63   6.57   7.76   8.66   9.54 
200105   4.82   6.73   8.00   8.98   9.83 
200106   4.74   6.61   7.63   8.39   9.15 
200107   4.79   6.73   7.81   8.48   9.18 
200108   4.71   6.67   7.91   8.82   9.58 
200109   4.26   6.11   7.30   8.22   9.03 
200110   4.30   6.25   7.54   8.47   9.18 
200111   4.17   6.08   7.47   8.59   9.51 
200112   4.44   6.44   7.83   8.92   9.97 
