200101   3.22   4.56   5.29   5.83   6.40 
200102   3.54   5.00   5.80   6.42   6.95 
200103   3.30   4.60   5.40   5.96   6.51 
200104   3.19   4.36   5.09   5.65   6.16 
200105   3.26   4.45   5.25   5.84   6.32 
200106   3.30   4.56   5.20   5.58   5.98 
200107   3.33   4.60   5.24   5.60   5.92 
200108   3.32   4.62   5.40   5.99   6.42 
200109   2.94   4.05   4.80   5.29   5.75 
200110   2.94   4.17   4.98   5.50   5.91 
200111   2.87   4.09   4.96   5.58   6.11 
200112   3.11   4.43   5.31   5.98   6.55 
