199901   1.92   2.54   2.98   3.32   3.62 
199902   1.90   2.60   3.07   3.45   3.78 
199903   1.79   2.47   2.92   3.27   3.60 
199904   1.82   2.49   2.95   3.34   3.68 
199905   1.82   2.47   2.89   3.25   3.57 
199906   1.80   2.43   2.87   3.25   3.59 
199907   1.94   2.60   3.06   3.43   3.71 
199908   1.87   2.59   3.13   3.53   3.79 
199909   1.88   2.60   3.15   3.52   3.78 
199910   1.67   2.39   2.89   3.24   3.56 
199911   1.85   2.53   2.97   3.34   3.69 
199912   1.89   2.56   3.00   3.36   3.66 
