199901   1.81   2.31   2.63   2.88   3.11 
199902   1.79   2.36   2.72   3.00   3.24 
199903   1.69   2.22   2.55   2.82   3.06 
199904   1.72   2.26   2.62   2.92   3.17 
199905   1.75   2.27   2.56   2.82   3.05 
199906   1.73   2.27   2.60   2.89   3.16 
199907   1.84   2.43   2.80   3.08   3.28 
199908   1.80   2.39   2.78   3.03   3.23 
199909   1.81   2.37   2.75   3.01   3.21 
199910   1.64   2.22   2.57   2.81   3.04 
199911   1.73   2.30   2.64   2.89   3.11 
199912   1.80   2.37   2.74   3.01   3.21 
