200401   1.61   2.01   2.28   2.49   2.66 
200402   1.59   1.98   2.26   2.46   2.66 
200403   1.56   2.00   2.28   2.52   2.79 
200404   1.53   1.93   2.18   2.38   2.54 
200405   1.59   2.01   2.24   2.38   2.55 
200406   1.68   2.12   2.38   2.60   2.81 
200407   1.73   2.19   2.42   2.65   2.85 
200408   1.75   2.20   2.51   2.76   3.00 
200409   1.60   2.10   2.40   2.66   2.86 
200410   1.55   1.98   2.28   2.50   2.73 
200411   1.59   2.03   2.30   2.46   2.62 
200412   1.58   1.99   2.24   2.49   2.66 
