200001   1.96   2.67   3.08   3.39   3.64 
200002   1.91   2.66   3.16   3.53   3.81 
200003   1.62   2.24   2.68   3.00   3.29 
200004   1.62   2.10   2.43   2.71   2.98 
200005   1.64   2.16   2.50   2.73   2.95 
200006   1.68   2.26   2.64   2.89   3.13 
200007   1.84   2.48   2.88   3.22   3.49 
200008   1.88   2.52   2.95   3.23   3.46 
200009   1.82   2.49   2.92   3.24   3.51 
200010   1.79   2.38   2.78   3.10   3.34 
200011   1.74   2.29   2.74   3.08   3.37 
200012   1.70   2.30   2.81   3.21   3.52 
