199601   3.09   4.80   5.88   6.69   7.45 
199602   2.98   4.59   5.56   6.17   6.70 
199603   3.36   5.09   6.05   6.64   7.17 
199604   3.26   5.03   6.08   6.63   6.97 
199605   3.04   4.63   5.70   6.51   7.08 
199606   3.17   4.80   5.85   6.61   7.29 
199607   3.33   4.99   6.08   6.84   7.55 
199608   3.17   4.67   5.58   6.30   6.95 
199609   3.20   4.96   5.98   6.67   7.15 
199610   3.15   4.81   5.88   6.78   7.49 
199611   3.18   5.00   6.21   7.30   8.24 
199612   3.50   5.52   6.72   7.67   8.46 
