  1996   3.11   4.78   5.71   6.26   6.67 
  1997   2.82   4.40   5.41   6.08   6.60 
  1998   2.83   4.24   5.19   5.83   6.41 
  1999   3.08   4.30   5.13   5.74   6.25 
  2000   3.15   4.51   5.40   6.07   6.62 
  2001   3.15   4.45   5.26   5.90   6.46 
  2002   3.00   4.23   5.09   5.77   6.36 
  2003   3.11   4.41   5.31   5.97   6.54 
  2004   3.14   4.45   5.33   5.97   6.53 
  2005   3.21   4.53   5.45   6.17   6.78 
  2006   3.24   4.52   5.40   6.06   6.65 
