  1996   3.05   4.54   5.38   5.95   6.41 
  1997   2.78   4.21   5.08   5.73   6.26 
  1998   2.78   4.13   5.01   5.61   6.13 
  1999   3.10   4.34   5.10   5.67   6.14 
  2000   3.12   4.43   5.25   5.86   6.36 
  2001   3.19   4.46   5.22   5.77   6.25 
  2002   3.01   4.16   4.89   5.48   6.00 
  2003   3.02   4.24   4.98   5.53   6.02 
  2004   3.05   4.29   5.04   5.58   6.07 
  2005   3.11   4.30   5.06   5.64   6.12 
  2006   3.13   4.29   5.05   5.63   6.13 
