0102win 0.2140 0.2158 0.2700 132.27 132.46 109.04  86.34 0.1338 0.1579 0.2039 116.78 116.67  97.60  74.50 
2002spr 0.1040 0.1419 0.2303 111.73 109.09  89.06  69.41 0.1977 0.1977 0.2511 138.94 138.58 116.53  91.48 
2002sum 0.1785 0.1691 0.2828  87.64  87.89  71.50  54.79 0.2210 0.2156 0.3039 140.72 141.97 114.95  94.72 
2002fal 0.1940 0.1812 0.2968 123.23 122.64  99.49  79.09 0.1747 0.1510 0.2332 123.64 124.44 102.84  80.81 
0203win 0.2210 0.2215 0.3079 134.04 133.89 109.10  86.06 0.1049 0.1159 0.1377 115.17 114.98  95.18  72.11 
2003spr 0.1756 0.1649 0.2603 107.83 108.50  88.36  66.82 0.1612 0.1247 0.2142 136.71 139.25 111.40  89.40 
2003sum 0.1885 0.1499 0.2532  84.94  85.86  70.76  51.57 0.1714 0.1902 0.2687 145.64 142.84 116.35  94.97 
2003fal 0.2185 0.2044 0.3123 126.18 125.01 102.29  80.32 0.1369 0.1321 0.1964 124.08 123.80 100.24  79.72 
0304win 0.1809 0.2005 0.2500 134.78 132.33 110.09  85.96 0.1408 0.1509 0.2134 116.62 114.58  96.67  69.64 
2000sum 0.0824 0.0801 0.1273  90.20  90.99  72.81  58.77 0.1065 0.1266 0.1909 152.96 153.99 114.31 112.45 
2000fal 0.1759 0.1324 0.2270 124.96 128.16  97.33  90.16 0.1057 0.0908 0.1467 130.83 133.16  98.18  95.14 
0001win 0.1351 0.1913 0.3079 136.88 132.68 102.64  93.24 0.0938 0.0974 0.1503 119.07 118.87  91.77  84.00 
2001spr 0.0749 0.1235 0.1845 115.58 111.92  89.75  74.32 0.1174 0.1293 0.1890 142.76 143.22 110.84  99.51 
2001sum 0.1236 0.1239 0.2185  88.20  88.72  73.62  53.08 0.0889 0.0980 0.1309 142.50 144.26 117.60  94.18 
2001fal 0.1944 0.1565 0.2499 125.05 128.04 104.31  79.84 0.2233 0.2288 0.3445 117.44 120.14  95.69  79.97 
0102win 0.1789 0.1773 0.2381 135.16 136.22 110.05  88.65 0.1110 0.1195 0.1618 119.11 120.85  99.92  75.47 
2002spr 0.0927 0.1105 0.2058 111.10 110.11  89.47  69.96 0.1704 0.1583 0.2142 142.21 142.99 118.76  93.06 
2002sum 0.1480 0.1362 0.2545  89.56  89.80  72.47  56.07 0.1924 0.1762 0.2675 142.52 144.43 116.12  96.08 
2002fal 0.1511 0.1501 0.2575 127.23 126.17 101.46  81.42 0.1391 0.1292 0.2096 125.85 126.11 103.98  81.62 
0203win 0.1913 0.1943 0.2538 135.62 136.35 111.09  88.37 0.0764 0.0956 0.0939 117.54 117.54  97.29  73.25 
2003spr 0.1433 0.1383 0.2345 109.16 109.67  88.71  67.62 0.1390 0.0966 0.1864 138.78 142.90 113.13  91.87 
2003sum 0.1613 0.1106 0.2203  86.88  88.94  72.17  52.88 0.1369 0.1294 0.2123 148.33 148.26 118.31  98.23 
2003fal 0.1852 0.1615 0.2692 128.84 128.52 104.47  82.29 0.1200 0.1188 0.1641 125.42 125.11 101.39  81.51 
0304win 0.1380 0.1682 0.1947 139.09 136.30 112.76  88.67 0.1056 0.1100 0.1871 118.69 117.96  97.98  71.05 
2000sum 0.0730 0.0539 0.1082  91.05  92.71  73.75  59.77 0.0974 0.1036 0.1699 154.20 156.63 115.29 113.66 
2000fal 0.1502 0.1320 0.2040 127.45 129.08  98.62  91.91 0.0988 0.0840 0.1204 130.67 133.05  98.63  95.90 
0001win 0.1018 0.1605 0.2744 139.13 135.67 103.53  95.30 0.0822 0.0833 0.1513 119.93 120.29  91.85  84.65 
2001spr 0.0564 0.0919 0.1539 117.05 114.19  91.06  74.79 0.1072 0.1067 0.1701 143.47 145.92 112.12 101.55 
2001sum 0.1147 0.1049 0.2067  89.13  90.28  74.59  54.16 0.0673 0.0830 0.1227 144.71 146.93 118.13  96.18 
2001fal 0.1658 0.1402 0.2292 127.98 131.25 106.08  81.86 0.2042 0.2011 0.3342 119.15 121.83  96.10  81.27 
0102win 0.1391 0.1333 0.2132 138.15 140.47 111.03  90.61 0.0955 0.0970 0.1313 121.11 123.48 101.58  76.28 
2002spr 0.0811 0.1012 0.1822 111.11 109.95  89.93  70.29 0.1523 0.1272 0.1940 144.09 146.47 120.03  94.39 
2002sum 0.1155 0.1157 0.2258  91.34  90.97  73.50  57.17 0.1603 0.1615 0.2235 144.62 144.97 117.66  97.57 
2002fal 0.1217 0.1457 0.2260 130.07 128.57 103.36  83.51 0.1058 0.1072 0.1905 127.36 128.35 105.02  82.46 
0203win 0.1536 0.1597 0.2152 138.36 138.70 112.41  90.33 0.0559 0.0773 0.0586 119.40 119.13  98.93  74.44 
2003spr 0.1130 0.1166 0.2183 110.30 110.12  88.79  68.12 0.1056 0.0879 0.1601 142.10 145.33 114.89  94.21 
2003sum 0.1428 0.0874 0.1932  88.76  90.95  73.48  54.24 0.1170 0.0912 0.1728 150.50 151.60 119.66 100.78 
2003fal 0.1587 0.1341 0.2338 130.78 131.65 106.33  84.06 0.1111 0.1108 0.1571 126.21 126.33 101.37  83.07 
0304win 0.1051 0.1243 0.1502 142.45 140.81 114.65  91.14 0.0772 0.0852 0.1624 119.61 120.24  98.85  72.41 
